,popularity,artist_rank,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,streams
697,98,7,0.588,0.67,-6.439,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,1041305
698,99,4984,0.632,0.832,-1.948,0.154,0.048,0.0,0.0705,0.784,182.184,198933,1031639
701,102,4971,0.754,0.854,-3.449,0.0608,0.177,0.0,0.0808,0.8,75.002,229720,1004828
702,103,3,0.747,0.834,-2.867,0.045,0.374,0.0,0.0586,0.687,128.005,215760,1004772
703,104,40,0.799,0.597,-5.131,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849,1003581
704,105,2500,0.67,0.743,-4.993,0.0393,0.237,0.0,0.465,0.571,125.944,218293,994284
706,107,5,0.602,0.658,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,987026
708,109,400,0.669,0.574,-6.442,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,968819
709,110,191,0.676,0.844,-3.396,0.109,0.498,0.0,0.866,0.716,159.969,172767,962347
710,111,1,0.765,0.704,-4.589,0.127,0.0215,0.0,0.227,0.498,147.055,192172,960630
711,112,24,0.698,0.633,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,952182
713,114,5,0.568,0.656,-5.413,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,946694
714,115,362,0.734,0.765,-5.562,0.0621,0.151,0.0,0.231,0.518,109.989,163636,942923
716,117,6,0.483,0.412,-8.461,0.0402,0.737,0.0,0.116,0.247,170.163,203569,931115
717,118,372,0.575,0.571,-7.906,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,924069
719,120,3,0.556,0.538,-5.408,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,912543
720,121,44,0.63,0.694,-6.257,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519,910394
721,122,4965,0.736,0.67,-6.702,0.311,0.186,0.0,0.114,0.845,130.032,169999,900649
722,123,5186,0.6,0.688,-8.339,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,898241
723,124,13,0.601,0.724,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905,897930
724,125,48,0.497,0.693,-7.024,0.0565,0.19,0.0,0.215,0.358,111.539,296493,886466
725,126,4967,0.686,0.807,-3.324,0.0613,0.0481,0.0,0.0652,0.63,183.971,227476,873651
726,127,21,0.667,0.871,-4.905,0.0343,0.00569,0.00655,0.165,0.187,128.042,201560,869598
727,128,31,0.552,0.76,-4.706,0.342,0.0733,0.0,0.0865,0.639,135.702,260000,862467
729,130,4960,0.826,0.449,-8.33,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,861383
730,131,9,0.728,0.801,-2.942,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,861314
731,132,4968,0.669,0.308,-10.068,0.029,0.883,0.0,0.0984,0.52,64.934,121887,852531
732,133,2,0.595,0.773,-4.736,0.0549,0.0364,0.00108,0.334,0.711,180.073,173628,845085
733,134,46,0.791,0.745,-3.695,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,842497
735,136,8,0.785,0.554,-6.571,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,834417
736,137,26,0.691,0.716,-5.985,0.0351,0.0085,9.06e-06,0.263,0.507,112.035,187027,825114
737,138,2500,0.766,0.881,-5.158,0.137,0.0166,2.3e-06,0.347,0.674,112.027,174893,820627
738,139,5662,0.751,0.642,-5.165,0.087,0.0861,0.0,0.0953,0.388,95.045,169567,820408
739,140,44,0.642,0.772,-6.61,0.0848,0.0476,0.0,0.0646,0.589,153.995,164205,819625
740,141,1,0.922,0.581,-7.495,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,818516
741,142,4964,0.708,0.648,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955,201707,812378
742,143,4964,0.799,0.539,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,810706
743,144,792,0.828,0.599,-1.624,0.149,0.381,0.0,0.0775,0.478,86.533,171692,808257
744,145,4967,0.749,0.752,-4.883,0.345,0.31,0.0,0.232,0.901,180.049,183753,799261
747,148,20,0.82,0.691,-6.646,0.0723,0.0115,0.0,0.344,0.683,142.027,135739,792263
748,149,86,0.854,0.569,-8.151,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,787671
749,150,34,0.662,0.858,-4.844,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673,787084
750,151,19,0.713,0.62,-4.513,0.0422,0.171,1.16e-06,0.118,0.206,130.09,211785,784553
752,153,2,0.684,0.811,-4.494,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,763283
753,154,67,0.797,0.533,-9.74,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,763103
754,155,2500,0.612,0.601,-7.089,0.164,0.168,0.0,0.117,0.525,147.018,223543,762765
755,156,9,0.825,0.69,-4.252,0.226,0.589,0.0,0.413,0.516,94.194,327467,761435
756,157,3,0.63,0.804,-4.183,0.0363,0.215,0.0,0.253,0.492,123.146,220293,760361
757,158,49,0.783,0.692,-6.156,0.329,0.485,0.0,0.12,0.26,100.082,159152,758824
758,159,5225,0.786,0.65,-6.839,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,758321
759,160,4978,0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873,201000,754527
760,161,48,0.692,0.497,-7.316,0.119,0.676,0.0,0.259,0.475,81.308,122067,753885
763,164,29,0.876,0.786,-4.884,0.306,0.0627,0.0,0.127,0.575,153.068,244679,751463
764,165,4989,0.704,0.859,-4.877,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,749042
767,168,2500,0.643,0.904,-3.694,0.0739,0.0776,0.0,0.189,0.481,103.028,195419,743474
768,169,4977,0.732,0.75,-6.366,0.231,0.00264,0.0,0.109,0.401,155.096,182707,742929
769,170,5019,0.398,0.838,-4.734,0.13,0.778,0.0,0.189,0.206,156.008,182341,741989
770,171,98,0.69,0.71,-5.144,0.335,0.25,0.0,0.108,0.726,192.068,200747,741935
771,172,14,0.681,0.709,-5.808,0.0371,0.29,0.0,0.0979,0.456,114.02,193320,739909
773,174,21,0.631,0.649,-5.892,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95,194680,731118
774,175,2,0.548,0.704,-4.838,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,185040,730844
775,176,4973,0.622,0.712,-7.321,0.066,0.0573,0.0,0.13,0.487,140.025,211360,729721
776,177,2500,0.848,0.933,-3.306,0.106,0.7,2.81e-06,0.184,0.506,139.998,171998,728439
778,179,43,0.755,0.599,-5.042,0.224,0.147,0.0,0.109,0.755,133.123,216632,727852
779,180,26,0.628,0.698,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,727292
780,181,294,0.473,0.371,-10.219,0.0405,0.795,0.0,0.109,0.413,75.208,209400,719395
781,182,5013,0.553,0.502,-5.972,0.0409,0.299,0.0,0.764,0.296,129.976,210200,718753
782,183,39,0.741,0.813,-4.83,0.0452,0.204,0.0,0.797,0.765,123.842,190084,718218
783,184,5112,0.646,0.741,-4.973,0.034,0.0275,0.0,0.312,0.571,123.077,203000,708025
784,185,4967,0.715,0.872,-3.501,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,706839
785,186,261,0.815,0.723,-3.611,0.0574,0.115,0.0,0.184,0.896,149.918,147990,700086
786,187,1,0.963,0.346,-9.309,0.53,0.0355,0.0,0.108,0.562,119.957,142273,699565
787,188,2500,0.692,0.711,-7.498,0.0317,0.225,0.0,0.12,0.875,125.135,216933,697842
788,189,24,0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,697378
789,190,4965,0.808,0.617,-9.32,0.442,0.113,0.0,0.734,0.632,149.962,166400,697048
790,191,4,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,281560,695458
792,193,91,0.71,0.789,-3.874,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,689574
793,194,13,0.724,0.804,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987,197993,688716
794,195,25,0.777,0.831,-2.129,0.177,0.42,0.0,0.105,0.791,160.153,167898,682294
796,197,84,0.761,0.672,-5.887,0.212,0.0893,9.77e-06,0.14,0.437,160.077,192405,677419
797,198,20,0.753,0.686,-5.415,0.284,0.0677,0.0,0.193,0.886,132.055,194732,671624
799,200,74,0.681,0.94,-1.77,0.0386,0.0201,0.0,0.578,0.648,124.015,163851,669788
800,1,3,0.577,0.522,-6.594,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,5273727
801,2,4970,0.768,0.517,-4.323,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,4540789
805,6,4,0.757,0.748,-5.794,0.473,0.17,0.0,0.0759,0.693,90.052,221013,3209075
806,7,40,0.795,0.615,-5.211,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,3132182
808,9,59,0.724,0.895,-3.617,0.0411,0.0322,0.0,0.097,0.64,96.022,173720,2927841
810,11,5129,0.659,0.716,-5.673,0.111,0.33,0.0,0.173,0.437,148.015,212120,2646623
811,12,18,0.589,0.731,-6.343,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,2624451
812,13,94,0.936,0.523,-6.71,0.0597,0.239,0.0,0.117,0.699,119.889,124056,2530123
813,14,4964,0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,2358919
815,16,4,0.587,0.299,-7.365,0.0263,0.779,0.0,0.123,0.356,94.992,259550,2243964
817,18,26,0.258,0.437,-6.593,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000,2133585
819,20,236,0.871,0.768,-5.401,0.122,0.283,2.25e-05,0.162,0.765,98.989,184067,2099160
822,23,22,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,1968505
824,25,46,0.814,0.813,-3.023,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,1915015
825,26,2500,0.659,0.717,-4.202,0.0581,0.0393,0.0,0.0769,0.71,103.036,174800,1903268
826,27,2,0.775,0.679,-4.985,0.135,0.18,7.26e-05,0.068,0.619,166.008,193456,1858318
827,28,2,0.807,0.681,-6.268,0.0983,0.423,0.0,0.0962,0.676,140.006,297485,1856078
828,29,85,0.744,0.804,-6.327,0.0677,0.0231,0.0,0.0494,0.426,104.823,205715,1852258
829,30,10,0.838,0.771,-3.791,0.244,0.0117,0.0,0.0853,0.405,175.957,245387,1828604
831,32,23,0.677,0.497,-5.763,0.0809,0.152,0.0,0.0911,0.419,99.137,236853,1782960
833,34,4964,0.62,0.574,-7.788,0.0479,0.569,0.0,0.19,0.357,100.023,250173,1740727
836,37,5567,0.895,0.885,-4.182,0.268,0.11,4.04e-05,0.106,0.633,134.973,186027,1644960
837,38,5001,0.849,0.581,-5.243,0.0767,0.189,3.61e-06,0.0805,0.779,110.008,198237,1612481
838,39,10,0.909,0.546,-7.513,0.175,0.000704,0.000823,0.36,0.0986,138.043,224613,1610911
839,40,102,0.638,0.658,-6.318,0.0456,0.245,3.77e-06,0.0919,0.33,105.076,205748,1600999
840,41,4962,0.739,0.821,-4.233,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080,1594858
843,44,4960,0.743,0.855,-3.976,0.0436,0.141,0.0045,0.099,0.871,96.989,202453,1540172
844,45,2500,0.876,0.55,-5.464,0.152,0.0227,4.52e-05,0.294,0.557,129.924,201532,1516870
845,46,5015,0.707,0.629,-4.581,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,1490064
847,48,3,0.765,0.688,-5.566,0.0841,0.633,0.0,0.0734,0.434,90.013,229573,1478194
848,49,4987,0.681,0.788,-4.323,0.0785,0.0482,0.0,0.0753,0.839,170.019,220117,1455475
850,51,5001,0.774,0.626,-4.432,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,1424048
852,53,34,0.655,0.666,-5.309,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812,1332507
853,54,2500,0.696,0.817,-3.862,0.109,0.075,0.0,0.187,0.782,98.064,216409,1322562
854,55,19,0.884,0.346,-8.228,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,220307,1321363
855,56,1765,0.88,0.428,-8.28,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800,1320126
857,58,2500,0.526,0.52,-7.985,0.0569,0.435,0.0,0.197,0.13,149.119,183637,1296524
858,59,2500,0.609,0.668,-4.284,0.0367,0.0552,0.0,0.167,0.811,80.924,288600,1268273
859,60,2500,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,1263809
860,61,5024,0.628,0.797,-3.953,0.0596,0.0364,0.0,0.104,0.321,106.93,215064,1249335
861,62,4966,0.751,0.579,-4.036,0.0321,0.398,2.28e-05,0.133,0.349,105.031,199095,1249279
862,63,4973,0.857,0.8,-4.035,0.0583,0.381,0.0,0.0913,0.966,121.996,199440,1247838
863,64,2500,0.671,0.672,-3.094,0.0688,0.0329,0.0,0.118,0.632,97.979,204173,1228838
864,65,4999,0.66,0.786,-4.757,0.17,0.209,0.0,0.112,0.846,177.833,228200,1224705
865,66,2,0.705,0.714,-6.39,0.0792,0.0249,0.0,0.253,0.434,104.996,209733,1212164
866,67,50,0.658,0.678,-4.407,0.058,0.303,0.0,0.361,0.662,97.976,199111,1211468
867,68,64,0.75,0.76,-4.836,0.198,0.187,0.0,0.0548,0.893,183.817,195213,1196540
868,69,31,0.869,0.485,-5.595,0.0545,0.246,0.0,0.0765,0.527,106.028,204502,1195892
869,70,4970,0.643,0.709,-4.343,0.0733,0.145,0.000449,0.115,0.264,129.961,227088,1186589
870,71,59,0.704,0.633,-6.923,0.241,0.0214,0.0,0.29,0.863,144.021,203760,1179357
871,72,13,0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,1162485
873,74,10,0.929,0.723,-5.792,0.109,0.0672,0.0,0.346,0.458,125.022,223962,1144537
876,77,28,0.845,0.709,-4.547,0.0714,0.0233,0.0,0.094,0.62,98.062,187521,1125019
877,78,65,0.739,0.792,-4.256,0.0418,0.091,0.0,0.0516,0.547,104.016,181615,1121036
878,79,4962,0.771,0.835,-3.388,0.0507,0.13,0.0,0.0601,0.817,91.012,238160,1112021
879,80,4961,0.744,0.739,-5.35,0.0387,0.00459,0.0,0.306,0.649,104.99,189467,1107453
881,82,307,0.703,0.868,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03,193613,1096031
882,83,4967,0.755,0.789,-4.502,0.146,0.231,0.0,0.351,0.737,93.973,229849,1095907
883,84,2,0.896,0.673,-3.872,0.139,0.346,1.28e-05,0.206,0.714,131.99,213989,1085753
884,85,1359,0.669,0.616,-10.776,0.033,0.482,0.0,0.179,0.818,130.037,151667,1063820
885,86,10,0.901,0.529,-4.443,0.191,0.0519,0.0,0.179,0.146,138.003,307660,1056707
886,87,155,0.791,0.866,-4.236,0.0497,0.248,5.29e-06,0.0696,0.71,96.011,217080,1056482
887,88,4,0.624,0.876,-3.374,0.1,0.0735,0.0,0.327,0.781,99.943,170827,1050686
888,89,2500,0.746,0.877,-3.782,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138,1048464
889,90,5576,0.639,0.548,-13.534,0.0394,0.29,9.68e-05,0.366,0.887,98.359,176333,1009073
890,91,4962,0.744,0.859,-3.166,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,232787,1007659
891,92,240,0.731,0.794,-5.126,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454,1001201
892,93,276,0.542,0.859,-5.651,0.197,0.16,0.00466,0.137,0.403,159.797,208053,995157
893,94,4996,0.736,0.604,-7.357,0.222,0.0652,6.43e-05,0.124,0.574,155.007,264532,993488
894,95,4989,0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,990805
896,97,4984,0.688,0.859,-4.447,0.0609,0.186,0.0,0.121,0.695,92.042,195813,974193
897,98,2500,0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,974043
900,101,2500,0.72,0.763,-4.068,0.0523,0.406,0.0,0.18,0.742,101.965,251088,947003
902,103,55,0.69,0.622,-5.025,0.063,0.253,0.0,0.113,0.543,102.039,210400,941091
903,104,4984,0.742,0.859,-4.942,0.0482,0.0824,0.0,0.359,0.652,95.046,194742,930536
904,105,16,0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,927901
905,106,2500,0.653,0.718,-5.232,0.213,0.00413,0.0,0.0537,0.216,82.034,202805,924216
906,107,2500,0.613,0.842,-4.332,0.219,0.0157,0.0,0.23,0.645,169.917,238726,913770
907,108,7,0.584,0.54,-7.786,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,908282
908,109,86,0.921,0.467,-8.443,0.119,0.0149,0.000238,0.334,0.287,135.995,191252,905169
910,111,316,0.797,0.844,-5.482,0.275,0.0651,0.0,0.087,0.52,170.142,173600,885372
911,112,18,0.675,0.751,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279,877686
912,113,59,0.516,0.592,-5.465,0.0566,0.0247,0.0,0.181,0.271,82.05,236987,871345
913,114,14,0.675,0.649,-4.953,0.0315,0.0429,0.0,0.128,0.537,134.955,201240,854734
916,117,2500,0.721,0.873,-4.741,0.119,0.0789,0.0,0.0824,0.552,79.943,172687,849655
917,118,2,0.782,0.868,-1.715,0.04,0.0106,0.00252,0.29,0.884,96.042,265747,849533
918,119,7132,0.703,0.826,-7.179,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373,848713
919,120,8,0.763,0.598,-6.865,0.0539,0.0714,0.0,0.112,0.182,140.987,190678,848035
921,122,5135,0.876,0.669,-6.054,0.138,0.163,0.0,0.185,0.682,124.007,213947,839516
922,123,24,0.8,0.585,-7.343,0.0924,0.264,0.0,0.153,0.779,126.058,213400,836192
923,124,8,0.674,0.506,-10.532,0.0434,0.173,0.0,0.0866,0.183,145.965,259333,833675
924,125,4984,0.746,0.745,-3.311,0.146,0.0474,1.71e-06,0.15,0.828,180.081,203853,831232
925,126,4960,0.73,0.538,-5.612,0.0319,0.188,0.0,0.123,0.215,130.023,279613,826758
926,127,21,0.548,0.65,-5.827,0.0591,0.219,0.0,0.225,0.557,144.937,194897,822743
927,128,98,0.635,0.713,-6.909,0.0937,0.228,0.0,0.0506,0.749,179.864,204701,821046
928,129,5410,0.823,0.419,-10.358,0.165,0.416,0.0,0.105,0.277,119.958,187453,818170
929,130,4964,0.736,0.449,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,810028
930,131,4982,0.735,0.451,-8.374,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200,809051
931,132,5187,0.67,0.838,-4.031,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041,805552
932,133,5386,0.841,0.639,-6.052,0.0688,0.0156,0.0654,0.0545,0.675,99.002,241875,805187
933,134,121,0.681,0.594,-7.028,0.282,0.165,3.49e-06,0.134,0.535,186.054,230453,805098
934,135,4982,0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,803348
935,136,4,0.461,0.834,-4.868,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,795891
